season,week,contestant,method,judges_score,is_eliminated,mean_fan_vote,ci_lower,ci_upper,ci_width
7,10,Brooke Burke,percentage,30.0,False,0.5800698802976734,0.36480033975072146,0.8483344752173365,0.48353413546661506
8,2,Gilles Marini,percentage,27.0,False,0.0815090975738358,2.2990314972458348e-05,0.18219666764046397,0.1821736773254915
8,2,Denise Richards,percentage,21.0,False,0.06563026189673898,0.004955072458614648,0.15009717216438784,0.1451420997057732
8,2,David Alan Grier,percentage,17.0,False,0.08531307704693983,0.016312477972536567,0.203702691264199,0.18739021329166242
8,2,Lawrence Taylor,percentage,20.0,False,0.08418825894864139,0.016982001665918893,0.17054035795108724,0.15355835628516834
8,2,Ty Murray,percentage,20.0,False,0.07971047910958765,0.0070131554897973,0.17694420788596513,0.16993105239616782
8,2,Shawn Johnson,percentage,24.0,False,0.07820858000419588,0.003338226739865391,0.23104603302993756,0.22770780629007217
8,2,Steve Wozniak,percentage,17.0,False,0.09646062799167998,0.02301731513000963,0.3406403215209679,0.31762300639095825
8,2,Belinda Carlisle,percentage,18.0,True,0.006377177564840591,-0.03739080667507861,0.035080237469109925,0.07247104414418853
8,2,Chuck Wicks,percentage,20.0,False,0.08193262768407895,0.006348664746819741,0.22622640793593546,0.2198777431891157
8,2,Lil' Kim,percentage,23.0,False,0.06632836923002584,0.003953996051915504,0.1703303989876952,0.16637640293577968
8,2,Steve-O,percentage,14.0,False,0.08966547638271431,0.026432104031392893,0.18460992198679055,0.15817781795539765
8,2,Holly Madison,percentage,18.0,False,0.11095763275267971,0.006933918452861908,0.27837680625638966,0.27144288780352777
8,2,Melissa Rycroft,percentage,26.0,False,0.07371833381404265,0.006812607757608588,0.17659933339583786,0.16978672563822927
8,3,Gilles Marini,percentage,27.0,False,0.06061146953812032,0.005241546147938845,0.14632874366381937,0.14108719751588053
8,3,Denise Richards,percentage,16.0,True,0.015905557099632005,-0.02040306927760809,0.04285929162735644,0.06326236090496452
8,3,David Alan Grier,percentage,24.0,False,0.06114894326125696,0.0018505726891589191,0.1543291195538385,0.15247854686467957
8,3,Lawrence Taylor,percentage,20.0,False,0.0878410273504872,0.013366343219680754,0.2978677844903621,0.28450144127068133
8,3,Ty Murray,percentage,23.0,False,0.1275519758410681,0.006619486311053034,0.2673915311496585,0.2607720448386055
8,3,Shawn Johnson,percentage,27.0,False,0.10407731485642531,0.0035734440089844888,0.29560636745615115,0.2920329234471667
8,3,Steve Wozniak,percentage,10.0,False,0.12464133343319392,0.036461483565497145,0.28759403598309813,0.25113255241760096
8,3,Chuck Wicks,percentage,23.0,False,0.07539030148480337,0.005870580098999853,0.220945467583647,0.21507488748464715
8,3,Lil' Kim,percentage,25.0,False,0.07973823395081003,0.005563696537735537,0.21273397017635354,0.207170273638618
8,3,Steve-O,percentage,15.0,False,0.09545730030766526,0.02415990816811118,0.19755377054327108,0.1733938623751599
8,3,Holly Madison,percentage,17.0,False,0.08728877178632798,0.02382262536622476,0.19897008945698416,0.1751474640907594
8,3,Melissa Rycroft,percentage,27.0,False,0.08034777109021204,0.006246795703325616,0.20568554743225734,0.19943875172893172
8,4,Gilles Marini,percentage,30.0,False,0.09667568326397387,0.010446943946078233,0.25007507937676754,0.2396281354306893
8,4,David Alan Grier,percentage,22.0,False,0.07047547159788692,0.0034961231987098856,0.16557177997717668,0.1620756567784668
8,4,Lawrence Taylor,percentage,19.0,False,0.11253669907349756,0.02052641845303265,0.267321113827486,0.24679469537445337
8,4,Ty Murray,percentage,25.0,False,0.07642740859064184,0.007346257035735913,0.2080956317594369,0.200749374723701
8,4,Shawn Johnson,percentage,25.0,False,0.0731341657860834,-0.018679873787165003,0.2081280774504115,0.22680795123757652
8,4,Steve Wozniak,percentage,12.0,True,0.029969816378105054,-0.0246223822019823,0.07061283549215752,0.09523521769413983
8,4,Chuck Wicks,percentage,22.0,False,0.10183179254174576,0.016420494081813154,0.21642517120324806,0.2000046771214349
8,4,Lil' Kim,percentage,27.0,False,0.10349746378294304,0.010673775460749747,0.2635098053011448,0.25283602984039505
8,4,Steve-O,percentage,15.0,False,0.19285880394346394,0.05098285551459626,0.3876839670295745,0.3367011115149783
8,4,Holly Madison,percentage,16.0,True,0.024797593603261964,-0.024488057262447356,0.06168899686784377,0.08617705413029113
8,4,Melissa Rycroft,percentage,29.0,False,0.11779510143839893,0.009437816295270515,0.3061246006175701,0.29668678432229956
8,5,Gilles Marini,percentage,29.0,False,0.08428141000513743,0.004443822811362116,0.20293862159945703,0.1984947987880949
8,5,David Alan Grier,percentage,22.0,True,0.020002659102344576,-0.03245545152114231,0.05896242604122588,0.09141787756236819
8,5,Lawrence Taylor,percentage,20.0,False,0.13897933635690612,0.018517643525279667,0.3272254114911183,0.3087077679658386
8,5,Ty Murray,percentage,21.0,False,0.10697075400063556,0.017280261524387573,0.24253263756904903,0.22525237604466145
8,5,Shawn Johnson,percentage,26.0,False,0.17547323478304144,0.018230635396102014,0.37404317178342295,0.3558125363873209
8,5,Chuck Wicks,percentage,23.0,False,0.09903452862363551,0.015292106176078415,0.2551638214823714,0.23987171530629298
8,5,Lil' Kim,percentage,26.0,False,0.09429137129422016,0.012221219615141825,0.2048735160365465,0.19265229642140466
8,5,Steve-O,percentage,18.0,False,0.13248666481527746,0.0386895256441472,0.3463660929145732,0.307676567270426
8,5,Melissa Rycroft,percentage,25.0,False,0.1484800410188002,0.020906620002733273,0.3296667369342412,0.30876011693150796
8,6,Gilles Marini,percentage,26.0,False,0.13009627656160136,0.011555251615194134,0.34793261316292795,0.3363773615477338
8,6,Lawrence Taylor,percentage,22.0,False,0.12266228210203865,0.025693551610144545,0.28125885797185346,0.25556530636170893
8,6,Ty Murray,percentage,18.0,False,0.12962828431236442,0.027690983994265193,0.3095733956085326,0.2818824116142674
8,6,Shawn Johnson,percentage,26.0,False,0.12583147727791685,0.014569445241097406,0.2853055274206322,0.2707360821795348
8,6,Chuck Wicks,percentage,23.0,False,0.1372160982657876,0.02818361457049555,0.27233054216173563,0.24414692759124007
8,6,Lil' Kim,percentage,28.0,False,0.08642728430954592,0.0038694287677284627,0.2240118000969502,0.22014237132922174
8,6,Steve-O,percentage,16.0,True,0.044114431862684184,0.002261425510299786,0.09269938090151644,0.09043795539121666
8,6,Melissa Rycroft,percentage,27.0,False,0.2240238653080615,0.019804195334334942,0.6059298952265486,0.5861256998922136
8,7,Gilles Marini,percentage,27.0,False,0.16419591092500876,0.020825218150815214,0.3515488325105409,0.3307236143597257
8,7,Lawrence Taylor,percentage,21.0,True,0.05289949550174232,0.004503193299806113,0.11291644529938308,0.10841325199957697
8,7,Ty Murray,percentage,24.0,False,0.13686844460219058,0.030208250091340712,0.3366214935910477,0.306413243499707
8,7,Shawn Johnson,percentage,28.0,False,0.2375170989758773,0.05483333792208113,0.5574519300103368,0.5026185920882557
8,7,Chuck Wicks,percentage,27.0,False,0.12683261356429554,0.029079691739648583,0.25917418552653837,0.2300944937868898
8,7,Lil' Kim,percentage,26.0,False,0.18890182283240042,0.05078515828123592,0.39831230079609675,0.34752714251486083
8,7,Melissa Rycroft,percentage,29.0,False,0.09278461359848589,0.005593887713386854,0.20529800269234544,0.1997041149789586
8,8,Gilles Marini,percentage,27.5,False,0.1631528476727777,0.030619057769913357,0.3758203862251638,0.3452013284552504
8,8,Ty Murray,percentage,26.0,False,0.16760702576802944,0.04855648845657121,0.37320617260422634,0.3246496841476551
8,8,Shawn Johnson,percentage,26.0,False,0.24404598637277872,0.03336121951303948,0.5463646356775107,0.5130034161644712
8,8,Chuck Wicks,percentage,25.5,True,0.04615901124273387,0.0018661537940498263,0.1022319301158051,0.10036577632175528
8,8,Lil' Kim,percentage,28.0,False,0.19821360360350415,0.04200782696017151,0.43565170815582915,0.39364388119565763
8,8,Melissa Rycroft,percentage,23.0,False,0.18082152534017773,0.06157607387754612,0.37526166616112805,0.31368559228358195
8,9,Gilles Marini,percentage,28.0,False,0.21758696978631464,0.05496251120599199,0.48190055402922893,0.42693804282323694
8,9,Ty Murray,percentage,23.0,False,0.3134212669021844,0.11285149741281786,0.5415900349074185,0.42873853749460067
8,9,Shawn Johnson,percentage,28.0,False,0.1855937173366122,0.03496128376034356,0.4990705460317274,0.4641092622713838
8,9,Lil' Kim,percentage,26.0,True,0.05930515135632386,0.0050398118058963305,0.14802158501980311,0.1429817732139068
8,9,Melissa Rycroft,percentage,28.5,False,0.22409289461856374,0.054632213796842806,0.48060366108893554,0.42597144729209274
8,10,Gilles Marini,percentage,30.0,False,0.27373772233319515,0.04223621613580958,0.6208098212056693,0.5785736050698598
8,10,Ty Murray,percentage,24.0,True,0.10190289030817117,0.007978897300164225,0.23908243010101968,0.23110353280085544
8,10,Shawn Johnson,percentage,28.0,False,0.30014945350278466,0.07906730390329847,0.567981083350126,0.4889137794468275
8,10,Melissa Rycroft,percentage,27.5,False,0.3242099338558483,0.04299905859507627,0.630324785246531,0.5873257266514548
8,11,Gilles Marini,percentage,29.0,False,0.29092764617423056,0.06571458504522615,0.43640223607090084,0.3706876510256747
8,11,Shawn Johnson,percentage,30.0,False,0.5657818490580518,0.3683019121520628,0.9046125104544254,0.5363105983023626
8,11,Melissa Rycroft,percentage,28.5,False,0.14329050476771435,0.011845130763826768,0.29621778538745036,0.2843726546236236
9,1,Ashley Hamiliton,percentage,18.9999,True,0.009743087251259117,-0.010400239892268404,0.030081490416277265,0.04048173030854567
9,1,Debi Mazar,percentage,22.0,False,0.10147696964442474,0.021323350854058527,0.21834833314612548,0.19702498229206694
9,1,Melissa Joan Hart,percentage,24.0,False,0.09459101414018475,0.012466128832190532,0.2096904295417739,0.19722430070958336
9,1,Mark Dacascos,percentage,28.9998,False,0.04445018802540048,0.0010369670324879496,0.12696570571880564,0.12592873868631768
9,1,Chuck Liddell,percentage,22.0,False,0.08266576422442463,0.006952891210405584,0.2157830721245693,0.20883018091416372
9,1,Natalie Coughlin,percentage,26.9998,False,0.06122509697163639,0.007147504723060177,0.16187384829722407,0.1547263435741639
9,1,Louie Vito,percentage,26.9998,False,0.059103183193355766,0.006210693427844468,0.16537022157303408,0.1591595281451896
9,1,Michael Irvin,percentage,19.0,False,0.08763637020470555,0.017416814270087642,0.2639606961654609,0.24654388189537327
9,1,Joanna Krupa,percentage,33.9999,False,0.06605718067346213,0.0011040082756159295,0.17142924474644813,0.1703252364708322
9,1,Kathy Ireland,percentage,19.9999,False,0.07609462850069747,0.006741616119359872,0.1792951285886936,0.17255351246933373
9,1,Tom DeLay,percentage,19.9999,False,0.07162535163255963,0.015262110981221044,0.16497200237420048,0.14970989139297944
9,1,Macy Gray,percentage,18.9999,True,0.0037587505828864136,-0.05314311543649671,0.03341025639500886,0.08655337183150558
9,1,Aaron Carter,percentage,31.9999,False,0.07383075622360803,-0.005096118623214185,0.18940894313119733,0.1945050617544115
9,1,Mya,percentage,30.9999,False,0.06105855248484339,0.00457260466917471,0.1655600025414836,0.16098739787230887
9,1,Donny Osmond,percentage,29.9999,False,0.057033069804001864,0.0022406726368322007,0.15036685288530816,0.14812618024847596
9,1,Kelly Osbourne,percentage,30.9998,False,0.04965003644254819,-0.0034816865354008603,0.14790324769836374,0.1513849342337646
9,2,Debi Mazar,percentage,21.0,False,0.051687636728374634,0.0027984768639683286,0.11652070654474901,0.11372222968078069
9,2,Melissa Joan Hart,percentage,19.0,False,0.06932170196278895,0.003198691105114927,0.14265837938718107,0.13945968828206615
9,2,Mark Dacascos,percentage,21.0,False,0.09394823414332806,0.01612713549732088,0.22451767484188104,0.20839053934456014
9,2,Chuck Liddell,percentage,19.0,False,0.07575727394623923,0.007559114072692753,0.19420404918197978,0.18664493510928704
9,2,Natalie Coughlin,percentage,21.0,False,0.08804949750603705,0.0024689733996818702,0.21417695923510338,0.2117079858354215
9,2,Louie Vito,percentage,19.0,False,0.08911878921271689,0.008181970566539541,0.2334385461368138,0.22525657557027426
9,2,Michael Irvin,percentage,20.0,False,0.08696431699733459,0.01164290705960374,0.24302518994969396,0.23138228289009022
9,2,Joanna Krupa,percentage,20.0,False,0.06738182350188407,0.008138989786490636,0.1611116378706484,0.15297264808415775
9,2,Kathy Ireland,percentage,18.0,True,0.004455068012071643,-0.03893508102205648,0.03259873446057773,0.07153381548263421
9,2,Tom DeLay,percentage,18.0,False,0.0673572506192862,0.007420181041883776,0.1430271199436911,0.13560693890180733
9,2,Aaron Carter,percentage,27.0,False,0.0815861523237285,0.0023210635008925895,0.25955911902098106,0.2572380555200885
9,2,Mya,percentage,27.0,False,0.0633618580894182,0.00025851119254320654,0.15063371486360555,0.15037520367106233
9,2,Donny Osmond,percentage,25.0,False,0.06591071501028588,0.004582917974679387,0.17235857040528185,0.16777565243060247
9,2,Kelly Osbourne,percentage,19.0,False,0.09509968194650821,0.014436055295999381,0.20379438838020209,0.1893583330842027
9,3,Debi Mazar,percentage,17.0,True,0.0077191794732538455,-0.047663628931453865,0.031639411864678335,0.07930304079613221
9,3,Melissa Joan Hart,percentage,19.0,False,0.0694655749139192,0.006538506151937407,0.16961546401911975,0.16307695786718235
9,3,Mark Dacascos,percentage,18.0,False,0.11020808787162877,0.021684478315831,0.251581636752636,0.229897158436805
9,3,Chuck Liddell,percentage,17.0,False,0.09381344464515086,0.010398070869062512,0.2869429288593592,0.27654485799029666
9,3,Natalie Coughlin,percentage,26.0,False,0.07749653845934733,0.0025663790840165443,0.19717146715065592,0.19460508806663937
9,3,Louie Vito,percentage,20.0,False,0.10464226020675366,0.013223906127105521,0.24957361328367056,0.23634970715656503
9,3,Michael Irvin,percentage,14.0,False,0.08734421569427575,0.018653442814457345,0.20940537505783666,0.1907519322433793
9,3,Joanna Krupa,percentage,23.0,False,0.08997726217643635,0.004897734926649043,0.20523825296958476,0.2003405180429357
9,3,Tom DeLay,percentage,15.0,False,0.06655041948449605,0.008877432787099133,0.16788030721122543,0.1590028744241263
9,3,Aaron Carter,percentage,21.0,False,0.0800701466667456,0.008240036485230248,0.200835979675671,0.19259594319044074
9,3,Mya,percentage,27.0,False,0.06571767805128095,0.00032157212330494525,0.2017184262786946,0.20139685415538966
9,3,Donny Osmond,percentage,21.0,False,0.08030327200384513,0.0064766861932717655,0.20637243210872142,0.19989574591544965
9,3,Kelly Osbourne,percentage,20.0,False,0.06669192035286663,0.006758427220613407,0.19812305074405212,0.19136462352343872
9,4,Melissa Joan Hart,percentage,28.0,False,0.1581220871596928,0.005479253993320082,0.3447189489239895,0.3392396949306694
9,4,Mark Dacascos,percentage,22.0,False,0.06636560718649775,0.005788470164840395,0.1494234783861005,0.14363500822126013
9,4,Chuck Liddell,percentage,17.0,True,0.018368942353965377,-0.028881526934559934,0.04958103295340388,0.07846255988796381
9,4,Natalie Coughlin,percentage,24.0,False,0.08308492431385331,0.002780144540531833,0.21594703796082854,0.2131668934202967
9,4,Louie Vito,percentage,16.0,False,0.10029136359839741,0.024006178333109498,0.2658496683589799,0.24184349002587038
9,4,Michael Irvin,percentage,16.0,False,0.10969271056894145,0.02093731972362389,0.32232619881541225,0.30138887909178835
9,4,Joanna Krupa,percentage,26.0,False,0.10312761600293328,0.006164753455598297,0.309691752473218,0.3035269990176197
9,4,Aaron Carter,percentage,18.0,False,0.08773159887761625,0.02044953489511941,0.2439219231573959,0.22347238826227647
9,4,Mya,percentage,28.0,False,0.1234305341187013,0.007478331327427666,0.2931625705851052,0.28568423925767755
9,4,Donny Osmond,percentage,24.0,False,0.08070175642874718,0.005804268076678533,0.27456319488353015,0.2687589268068516
9,4,Kelly Osbourne,percentage,23.0,False,0.06908285939065321,0.006137985182353233,0.2015165102216543,0.19537852503930106
9,5,Melissa Joan Hart,percentage,23.0,False,0.10884876477293573,0.019670074970548356,0.2689530364373123,0.24928296146676393
9,5,Mark Dacascos,percentage,26.0,False,0.10744740481259711,0.0236264986041114,0.27519978468938083,0.2515732860852694
9,5,Natalie Coughlin,percentage,22.0,True,0.02611004406699824,-0.011107293313972474,0.06381893241214631,0.07492622572611879
9,5,Louie Vito,percentage,22.0,False,0.191053197457719,0.03332738759793743,0.5791357749037703,0.5458083873058329
9,5,Michael Irvin,percentage,21.0,False,0.0969268154907649,0.036071763311149016,0.1647292753277951,0.1286575120166461
9,5,Joanna Krupa,percentage,24.0,False,0.087316045165601,0.020244783367039436,0.179933007084651,0.15968822371761154
9,5,Aaron Carter,percentage,24.0,False,0.11440212435071855,0.012473202349420936,0.2406245430921208,0.22815134074269988
9,5,Mya,percentage,27.0,False,0.08396958410089264,0.004827136419735069,0.2080278880722543,0.20320075165251925
9,5,Donny Osmond,percentage,29.0,False,0.0858921672252857,0.009350930195398,0.21531159552973184,0.20596066533433383
9,5,Kelly Osbourne,percentage,24.0,False,0.0980338525564883,0.023497702291397866,0.19165359866271386,0.168155896371316
9,6,Melissa Joan Hart,percentage,23.9999,True,0.034924805010930315,0.00051097269171076,0.07664278024381639,0.07613180755210563
9,6,Mark Dacascos,percentage,32.0,False,0.11808250623574323,0.012133899936415693,0.2734175072200937,0.26128360728367805
9,6,Louie Vito,percentage,24.0,True,0.03196044346753493,-0.010241431578943604,0.08258165617288325,0.09282308775182685
9,6,Michael Irvin,percentage,21.9998,False,0.1480277384578994,0.047470147549744816,0.3600442929609569,0.3125741454112121
9,6,Joanna Krupa,percentage,35.9999,False,0.14519114143929088,0.009032625813258935,0.4420318809396067,0.4329992551263478
9,6,Aaron Carter,percentage,32.9998,False,0.150456527378521,0.02335267366648846,0.3469612954952903,0.32360862182880185
9,6,Mya,percentage,33.0,False,0.09126114747943967,0.01923782134409086,0.21547080516945577,0.19623298382536492
9,6,Donny Osmond,percentage,30.9999,False,0.13403913574436918,0.030185146816411774,0.3336638851753221,0.3034787383589103
9,6,Kelly Osbourne,percentage,24.9998,False,0.14605655478626853,0.04826543693603662,0.33580943046509526,0.28754399352905863
9,7,Mark Dacascos,percentage,21.5,True,0.05088606721762633,0.0025918595197762717,0.10698547885850718,0.10439361933873091
9,7,Michael Irvin,percentage,23.5,True,0.045037531164639745,0.0022831504975737923,0.09197582892920211,0.08969267843162831
9,7,Joanna Krupa,percentage,27.5,False,0.21358930189176692,0.028555230513610697,0.46997232793210236,0.44141709741849167
9,7,Aaron Carter,percentage,26.5,False,0.15993465602930657,0.04636343597119095,0.32578670442132085,0.2794232684501299
9,7,Mya,percentage,24.5,False,0.17500573621636828,0.0670663783895748,0.3161973188649111,0.2491309404753363
9,7,Donny Osmond,percentage,26.0,False,0.13947756813179402,0.04483898997217472,0.33289132268365423,0.2880523327114795
9,7,Kelly Osbourne,percentage,26.0,False,0.21606913934849808,0.05448122707259262,0.4746707068744975,0.4201894798019049
9,8,Joanna Krupa,percentage,26.0,False,0.1712695232030366,0.046316710728297045,0.42441341524550696,0.3780967045172099
9,8,Aaron Carter,percentage,25.0,True,0.05867417042735429,0.0022326079216577546,0.13909130364778707,0.13685869572612933
9,8,Mya,percentage,29.5,False,0.17949447939378818,0.04522562655479452,0.37188160903445294,0.32665598247965844
9,8,Donny Osmond,percentage,25.0,False,0.35763184361217276,0.10519453345831212,0.634207192346448,0.5290126588881359
9,8,Kelly Osbourne,percentage,25.5,False,0.23292998336364842,0.04475461399264121,0.5578978745359767,0.5131432605433355
9,9,Joanna Krupa,percentage,27.0,True,0.07186336852443594,0.004700664538617418,0.19271041360391464,0.18800974906529722
9,9,Mya,percentage,28.9999,False,0.34786888592396575,0.04851196181778523,0.7667900836647584,0.7182781218469731
9,9,Donny Osmond,percentage,24.666600000000003,False,0.3624505791219492,0.07115706111866493,0.6473059268701797,0.5761488657515148
9,9,Kelly Osbourne,percentage,25.9998,False,0.21781716642964882,0.05008490997460305,0.4795591755795585,0.4294742656049555
9,10,Mya,percentage,28.3332,False,0.31026369039413587,0.17007900213671648,0.449024331214703,0.2789453290779865
9,10,Donny Osmond,percentage,28.9998,False,0.5450670789537705,0.39243474165976,0.738243022187168,0.345808280527408
9,10,Kelly Osbourne,percentage,25.2222,False,0.144669230652097,0.013128805571104626,0.2925696262659664,0.27944082069486176
10,2,Aiden Turner,percentage,19.0,False,0.10215466133315226,0.02488816349823479,0.19882521764020258,0.1739370541419678
10,2,Shannen Doherty,percentage,20.0,True,0.01326146461566084,-0.027928364735355656,0.03731535019006116,0.06524371492541681
10,2,Niecy Nash,percentage,21.0,False,0.10180453570940823,0.015890635767460172,0.3269220006309799,0.31103136486351973
10,2,Buzz Aldrin,percentage,12.0,False,0.1136957385067686,0.058036744492314836,0.24738495994122142,0.1893482154489066
10,2,Chad Ochocinco,percentage,16.0,False,0.08866275100280223,0.026564143435238767,0.21965532388677358,0.1930911804515348
10,2,Evan Lysacek,percentage,24.0,False,0.10888051602709262,0.008330572657296191,0.23637595404654824,0.22804538138925204
10,2,Pamela Anderson,percentage,22.0,False,0.09423837843925781,0.009293906184207223,0.2617555686139443,0.25246166242973705
10,2,Nicole Scherzinger,percentage,28.0,False,0.06434461795006224,0.00305469886785769,0.1810596748557009,0.1780049759878432
10,2,Erin Andrews,percentage,23.0,False,0.08063224589898312,0.009518637142220017,0.20514006720879185,0.19562143006657184
10,2,Kate Gosselin,percentage,15.0,False,0.14413923559414182,0.042260227746060246,0.3116838012850499,0.26942357353898966
10,2,Jake Pavelka,percentage,20.0,False,0.0881858549226671,0.010229006154410178,0.24936167955638006,0.23913267340196986
10,3,Aiden Turner,percentage,20.0,False,0.12271984445659072,0.011188199575817528,0.2847019120364912,0.2735137124606737
10,3,Niecy Nash,percentage,21.0,False,0.13884475317418804,0.007181800861286933,0.37235640981763196,0.365174608956345
10,3,Buzz Aldrin,percentage,13.0,True,0.034054810744589825,-0.007080104305093093,0.07721862963395172,0.08429873393904481
10,3,Chad Ochocinco,percentage,20.0,False,0.10019892549385283,0.019100221671131352,0.24860351441667955,0.2295032927455482
10,3,Evan Lysacek,percentage,26.0,False,0.06853680223356157,0.003044249040616412,0.1962521319293269,0.1932078828887105
10,3,Pamela Anderson,percentage,21.0,False,0.09490038225717194,0.019404580430428357,0.20181849339711733,0.18241391296668896
10,3,Nicole Scherzinger,percentage,23.0,False,0.0741821390957043,0.010405447381620591,0.169442308936932,0.1590368615553114
10,3,Erin Andrews,percentage,23.0,False,0.13296872136338236,0.011512850758881366,0.2884847386522974,0.27697188789341604
10,3,Kate Gosselin,percentage,15.0,False,0.10181352593507512,0.018533772218423377,0.24374553796762694,0.22521176574920357
10,3,Jake Pavelka,percentage,21.0,False,0.13178009524588327,0.014566805864834498,0.324688145690761,0.3101213398259265
10,4,Aiden Turner,percentage,16.5,True,0.02680085532455319,-0.012939470731328,0.0698824653815652,0.08282193611289321
10,4,Niecy Nash,percentage,18.0,False,0.11495889224413805,0.013229289689941302,0.26073219197493325,0.24750290228499194
10,4,Chad Ochocinco,percentage,22.0,False,0.10480097192460158,0.019323613068827693,0.2477085150599493,0.22838490199112163
10,4,Evan Lysacek,percentage,26.0,False,0.10139747924678418,0.005592962682481863,0.3084777299305475,0.3028847672480656
10,4,Pamela Anderson,percentage,23.5,False,0.09416865823280333,0.010147778536621906,0.23595236185413646,0.22580458331751455
10,4,Nicole Scherzinger,percentage,25.0,False,0.1251647807545869,0.01728809152181944,0.3200947142999715,0.30280662277815207
10,4,Erin Andrews,percentage,19.5,False,0.12498350717476435,0.02188544283074617,0.29294677780777256,0.2710613349770264
10,4,Kate Gosselin,percentage,16.0,False,0.20931584054308547,0.02751184171250435,0.5540535021969323,0.526541660484428
10,4,Jake Pavelka,percentage,19.0,False,0.09840901455468283,0.01735133050022837,0.27380896301499785,0.2564576325147695
10,5,Niecy Nash,percentage,18.0,False,0.19687063308978012,0.044885903079033306,0.4738599948369421,0.4289740917579088
10,5,Chad Ochocinco,percentage,18.0,False,0.1542071056253495,0.04388971004375766,0.28395234225965205,0.24006263221589438
10,5,Evan Lysacek,percentage,27.0,False,0.11606489581063686,0.008100157474789758,0.31357921216555384,0.3054790546907641
10,5,Pamela Anderson,percentage,21.0,False,0.15768118701859205,0.013354846839061373,0.32159310496690446,0.3082382581278431
10,5,Nicole Scherzinger,percentage,29.0,False,0.09004356863642,0.012997804020079315,0.2001424523516242,0.18714464833154487
10,5,Erin Andrews,percentage,22.0,False,0.10277236268397028,0.011091010319158861,0.260172988765262,0.24908197844610316
10,5,Kate Gosselin,percentage,15.0,True,0.043113939641066606,-0.003999818148924448,0.09450465241618011,0.09850447056510456
10,5,Jake Pavelka,percentage,23.0,False,0.139246307494185,0.026091252941036806,0.3235221842678849,0.2974309313268481
10,6,Niecy Nash,percentage,25.9998,False,0.09081585251851938,0.018962949313003973,0.21091246288094284,0.19194951356793888
10,6,Chad Ochocinco,percentage,30.9999,False,0.34442607206915415,0.03723243426103788,0.6342058585262959,0.596973424265258
10,6,Evan Lysacek,percentage,27.0,False,0.09877580591996964,0.010807421206742,0.3005124869851535,0.2897050657784115
10,6,Pamela Anderson,percentage,29.9998,False,0.10706954284071687,0.009872231947849378,0.2769087021974315,0.26703647024958216
10,6,Nicole Scherzinger,percentage,35.9999,False,0.12360869032959171,0.005181431644621461,0.3390775794869002,0.3338961478422787
10,6,Erin Andrews,percentage,34.0,False,0.20842830934710604,0.014993684558044033,0.6115252450711028,0.5965315605130588
10,6,Jake Pavelka,percentage,24.9999,True,0.0268757269749417,-0.009493651562373726,0.06542716938008561,0.07492082094245933
10,7,Niecy Nash,percentage,24.5,False,0.16976289466616953,0.044751105899983906,0.39037400755798896,0.345622901658005
10,7,Chad Ochocinco,percentage,26.0,False,0.15986446470307325,0.03139135994554391,0.400860692585625,0.3694693326400811
10,7,Evan Lysacek,percentage,27.0,False,0.16613689133987178,0.037222744659199725,0.4226668013622714,0.3854440567030717
10,7,Pamela Anderson,percentage,25.5,True,0.04432778271707424,0.0013068577887532448,0.10013736266897404,0.0988305048802208
10,7,Nicole Scherzinger,percentage,27.0,False,0.23775982501675305,0.06117089130476404,0.48684800690341873,0.4256771155986547
10,7,Erin Andrews,percentage,25.5,False,0.22214814155705895,0.03602254398904545,0.48523630867937395,0.4492137646903285
10,8,Niecy Nash,percentage,21.5,True,0.05963147443538234,0.002712074786751645,0.13598667037796186,0.13327459559121022
10,8,Chad Ochocinco,percentage,22.5,False,0.25034588072972286,0.04560761903399019,0.5631104490733159,0.5175028300393256
10,8,Evan Lysacek,percentage,26.5,False,0.29417589371212155,0.05951313373520319,0.5587628985032334,0.4992497647680302
10,8,Nicole Scherzinger,percentage,29.5,False,0.1400488309522169,0.014678249356093083,0.3366868387890041,0.322008589432911
10,8,Erin Andrews,percentage,26.5,False,0.2557979201705572,0.03349779755762889,0.5152804903178269,0.481782692760198
10,9,Chad Ochocinco,percentage,26.0,True,0.06435617725274845,0.0018656315482315814,0.1579114761596514,0.15604584461141982
10,9,Evan Lysacek,percentage,29.5,False,0.25760283574429765,0.034206821732063644,0.7271821856675276,0.6929753639354639
10,9,Nicole Scherzinger,percentage,29.5,False,0.3098015284096904,0.03561661749980531,0.6342332946983701,0.5986166771985648
10,9,Erin Andrews,percentage,28.0,False,0.368239458593265,0.052685379569653135,0.7379319592371635,0.6852465796675103
10,10,Evan Lysacek,percentage,26.8887,False,0.34216004128856525,0.23583521063638963,0.46769947597763284,0.23186426534124321
10,10,Nicole Scherzinger,percentage,28.7777,False,0.4932099485581319,0.3597646722869155,0.6446192993793106,0.2848546270923951
10,10,Erin Andrews,percentage,26.9998,False,0.16463001015330184,0.018058595004520724,0.2998345299841157,0.28177593497959497
11,1,David Hasselhoff,percentage,15.0,True,0.009599260812300609,-0.06416207106109782,0.049028482931917826,0.11319055399301564
11,1,Florence Henderson,percentage,18.0,False,0.07861173795314697,0.013152309232080238,0.21505312066074164,0.2019008114286614
11,1,Kyle Massey,percentage,23.0,False,0.06095693307086382,0.0011293327917454793,0.149455291525513,0.14832595873376753
