Season,Week,Contestant,Is_Controversial,Actual_Method,Counter_Method,Judges_Score,Judge_Rank,Inferred_Fan_Vote,Fan_Vote_Rank,Result_Actual,Result_Counter,Outcome_Changed,Bias_Actual_Kill_FanLoser,Bias_Counter_Kill_FanLoser
9,7,Michael Irvin,False,percentage,rank,23.5,6,0.0391009965145084,7,Safe,Eliminated,True,False,True
9,7,Joanna Krupa,False,percentage,rank,27.5,1,0.14350819243301252,3,Safe,Safe,True,False,False
9,7,Aaron Carter,False,percentage,rank,26.5,2,0.14215249788422876,4,Safe,Safe,True,False,False
9,7,Mya,False,percentage,rank,24.5,5,0.2938605668616524,1,Safe,Safe,True,False,False
9,7,Donny Osmond,False,percentage,rank,26.0,4,0.13556193122959734,5,Safe,Safe,True,False,False
9,7,Kelly Osbourne,False,percentage,rank,26.0,4,0.20040569117697848,2,Safe,Safe,True,False,False
9,8,Joanna Krupa,False,percentage,rank,26.0,2,0.15060902306780533,4,Safe,Safe,False,False,False
9,8,Aaron Carter,False,percentage,rank,25.0,5,0.06394972251779378,5,Eliminated,Eliminated,False,False,False
9,8,Mya,False,percentage,rank,29.5,1,0.2687361419591417,2,Safe,Safe,False,False,False
9,8,Donny Osmond,False,percentage,rank,25.0,5,0.20461533662239423,3,Safe,Safe,False,False,False
9,8,Kelly Osbourne,False,percentage,rank,25.5,3,0.3120897758328664,1,Safe,Safe,False,False,False
9,9,Joanna Krupa,False,percentage,rank,27.0,2,0.05652606952093167,4,Eliminated,Eliminated,False,False,False
9,9,Mya,False,percentage,rank,28.9999,1,0.14031765957972658,3,Safe,Safe,False,False,False
9,9,Donny Osmond,False,percentage,rank,24.666600000000003,4,0.5260496749105428,1,Safe,Safe,False,False,False
9,9,Kelly Osbourne,False,percentage,rank,25.9998,3,0.2771065959887999,2,Safe,Safe,False,False,False
10,2,Aiden Turner,False,percentage,rank,19.0,8,0.08158101629194087,6,Safe,Safe,False,False,False
10,2,Shannen Doherty,False,percentage,rank,20.0,7,0.006948564780496027,11,Eliminated,Eliminated,False,False,False
10,2,Niecy Nash,False,percentage,rank,21.0,5,0.08011343371705647,7,Safe,Safe,False,False,False
10,2,Buzz Aldrin,False,percentage,rank,12.0,11,0.19915237675818967,1,Safe,Safe,False,False,False
10,2,Chad Ochocinco,False,percentage,rank,16.0,9,0.07657865062144321,8,Safe,Safe,False,False,False
10,2,Evan Lysacek,False,percentage,rank,24.0,2,0.05632749314171955,9,Safe,Safe,False,False,False
10,2,Pamela Anderson,False,percentage,rank,22.0,4,0.04790057156557044,10,Safe,Safe,False,False,False
10,2,Nicole Scherzinger,False,percentage,rank,28.0,1,0.17149421901390596,2,Safe,Safe,False,False,False
10,2,Erin Andrews,False,percentage,rank,23.0,3,0.09016952814728359,4,Safe,Safe,False,False,False
10,2,Kate Gosselin,False,percentage,rank,15.0,10,0.08487588923271455,5,Safe,Safe,False,False,False
10,2,Jake Pavelka,False,percentage,rank,20.0,7,0.10485825672967883,3,Safe,Safe,False,False,False
10,3,Aiden Turner,False,percentage,rank,20.0,8,0.11089754871487296,2,Safe,Safe,False,False,False
10,3,Niecy Nash,False,percentage,rank,21.0,6,0.08282982511552613,8,Safe,Safe,False,False,False
10,3,Buzz Aldrin,False,percentage,rank,13.0,10,0.02821153654532431,10,Eliminated,Eliminated,False,False,False
10,3,Chad Ochocinco,False,percentage,rank,20.0,8,0.08688565926590612,6,Safe,Safe,False,False,False
10,3,Evan Lysacek,False,percentage,rank,26.0,1,0.0864997139096222,7,Safe,Safe,False,False,False
10,3,Pamela Anderson,False,percentage,rank,21.0,6,0.2479306349600246,1,Safe,Safe,False,False,False
10,3,Nicole Scherzinger,False,percentage,rank,23.0,3,0.10353930500072751,3,Safe,Safe,False,False,False
10,3,Erin Andrews,False,percentage,rank,23.0,3,0.06270385269693989,9,Safe,Safe,False,False,False
10,3,Kate Gosselin,False,percentage,rank,15.0,9,0.09336107644810772,5,Safe,Safe,False,False,False
10,3,Jake Pavelka,False,percentage,rank,21.0,6,0.09714084734294831,4,Safe,Safe,False,False,False
10,4,Aiden Turner,False,percentage,rank,16.5,8,0.03256070568009626,9,Eliminated,Eliminated,False,False,False
10,4,Niecy Nash,False,percentage,rank,18.0,7,0.09672708513209118,6,Safe,Safe,False,False,False
10,4,Chad Ochocinco,False,percentage,rank,22.0,4,0.09889079973914959,5,Safe,Safe,False,False,False
10,4,Evan Lysacek,False,percentage,rank,26.0,1,0.14356415340468362,3,Safe,Safe,False,False,False
10,4,Pamela Anderson,False,percentage,rank,23.5,3,0.07654504850342815,8,Safe,Safe,False,False,False
10,4,Nicole Scherzinger,False,percentage,rank,25.0,2,0.16649525899926285,1,Safe,Safe,False,False,False
10,4,Erin Andrews,False,percentage,rank,19.5,5,0.15833922449726615,2,Safe,Safe,False,False,False
10,4,Kate Gosselin,False,percentage,rank,16.0,9,0.14028503301639336,4,Safe,Safe,False,False,False
10,4,Jake Pavelka,False,percentage,rank,19.0,6,0.08659269102762898,7,Safe,Safe,False,False,False
10,5,Niecy Nash,False,percentage,rank,18.0,7,0.11559157488128179,5,Safe,Safe,False,False,False
10,5,Chad Ochocinco,False,percentage,rank,18.0,7,0.1546512455110589,2,Safe,Safe,False,False,False
10,5,Evan Lysacek,False,percentage,rank,27.0,2,0.07808086525370557,7,Safe,Safe,False,False,False
10,5,Pamela Anderson,False,percentage,rank,21.0,5,0.1484971242137256,3,Safe,Safe,False,False,False
10,5,Nicole Scherzinger,False,percentage,rank,29.0,1,0.11338908258926676,6,Safe,Safe,False,False,False
10,5,Erin Andrews,False,percentage,rank,22.0,4,0.21513479470045183,1,Safe,Safe,False,False,False
10,5,Kate Gosselin,False,percentage,rank,15.0,8,0.034167331084706765,8,Eliminated,Eliminated,False,False,False
10,5,Jake Pavelka,False,percentage,rank,23.0,3,0.1404879817658027,4,Safe,Safe,False,False,False
10,6,Niecy Nash,False,percentage,rank,25.9998,6,0.22456962248704063,2,Safe,Safe,False,False,False
10,6,Chad Ochocinco,False,percentage,rank,30.9999,3,0.2743080282937082,1,Safe,Safe,False,False,False
10,6,Evan Lysacek,False,percentage,rank,27.0,5,0.10888163715662193,4,Safe,Safe,False,False,False
10,6,Pamela Anderson,False,percentage,rank,29.9998,4,0.09316810757311841,6,Safe,Safe,False,False,False
10,6,Nicole Scherzinger,False,percentage,rank,35.9999,1,0.09614230244573285,5,Safe,Safe,False,False,False
10,6,Erin Andrews,False,percentage,rank,34.0,2,0.16672952081466363,3,Safe,Safe,False,False,False
10,6,Jake Pavelka,False,percentage,rank,24.9999,7,0.03620078122911343,7,Eliminated,Eliminated,False,False,False
10,7,Niecy Nash,False,percentage,rank,24.5,6,0.12039441018560133,4,Safe,Safe,False,False,False
10,7,Chad Ochocinco,False,percentage,rank,26.0,3,0.0927648026553941,5,Safe,Safe,False,False,False
10,7,Evan Lysacek,False,percentage,rank,27.0,2,0.40549109940809175,1,Safe,Safe,False,False,False
10,7,Pamela Anderson,False,percentage,rank,25.5,5,0.03271582088405256,6,Eliminated,Eliminated,False,False,False
10,7,Nicole Scherzinger,False,percentage,rank,27.0,2,0.21477621422910284,2,Safe,Safe,False,False,False
10,7,Erin Andrews,False,percentage,rank,25.5,5,0.1338576526377596,3,Safe,Safe,False,False,False
10,8,Niecy Nash,False,percentage,rank,21.5,5,0.06995250326529481,5,Eliminated,Eliminated,False,False,False
10,8,Chad Ochocinco,False,percentage,rank,22.5,4,0.24814712864747288,3,Safe,Safe,False,False,False
10,8,Evan Lysacek,False,percentage,rank,26.5,3,0.26193087220868383,1,Safe,Safe,False,False,False
10,8,Nicole Scherzinger,False,percentage,rank,29.5,1,0.16554408002982804,4,Safe,Safe,False,False,False
10,8,Erin Andrews,False,percentage,rank,26.5,3,0.25442541584872025,2,Safe,Safe,False,False,False
10,9,Chad Ochocinco,False,percentage,rank,26.0,4,0.06967827261323427,4,Eliminated,Eliminated,False,False,False
10,9,Evan Lysacek,False,percentage,rank,29.5,2,0.20592912525540874,3,Safe,Safe,False,False,False
10,9,Nicole Scherzinger,False,percentage,rank,29.5,2,0.21812994395879226,2,Safe,Safe,False,False,False
10,9,Erin Andrews,False,percentage,rank,28.0,3,0.5062626581725632,1,Safe,Safe,False,False,False
11,1,David Hasselhoff,False,percentage,rank,15.0,12,0.030130851513894885,12,Eliminated,Eliminated,False,False,False
11,1,Florence Henderson,False,percentage,rank,18.0,8,0.07916383862678282,8,Safe,Safe,False,False,False
11,1,Kyle Massey,False,percentage,rank,23.0,3,0.07121570116066739,9,Safe,Safe,False,False,False
11,1,Jennifer Grey,False,percentage,rank,24.0,1,0.059414555551274666,11,Safe,Safe,False,False,False
11,1,Rick Fox,False,percentage,rank,22.0,4,0.08931682276713301,6,Safe,Safe,False,False,False
11,1,Kurt Warner,False,percentage,rank,19.0,6,0.08304414238401533,7,Safe,Safe,False,False,False
11,1,Margaret Cho,False,percentage,rank,15.0,12,0.09097521866321494,5,Safe,Safe,False,False,False
11,1,Michael Bolton,False,percentage,rank,16.0,9,0.10761120899214935,2,Safe,Safe,False,False,False
11,1,Brandy,False,percentage,rank,23.0,3,0.064428666410717,10,Safe,Safe,False,False,False
11,1,The Situation,False,percentage,rank,15.0,12,0.12002795541046674,1,Safe,Safe,False,False,False
11,1,Audrina Patridge,False,percentage,rank,19.0,6,0.09789271925414857,4,Safe,Safe,False,False,False
11,1,Bristol Palin,True,percentage,rank,18.0,8,0.10677831926553488,3,Safe,Safe,False,False,False
11,2,Florence Henderson,False,percentage,rank,19.0,8,0.05705061418187247,9,Safe,Safe,False,False,False
11,2,Kyle Massey,False,percentage,rank,22.0,4,0.05605594969332168,10,Safe,Safe,False,False,False
11,2,Jennifer Grey,False,percentage,rank,24.0,1,0.07787447994817816,7,Safe,Safe,False,False,False
11,2,Rick Fox,False,percentage,rank,21.0,7,0.12160234832142455,3,Safe,Safe,False,False,False
11,2,Kurt Warner,False,percentage,rank,21.0,7,0.08506051144918854,6,Safe,Safe,False,False,False
11,2,Margaret Cho,False,percentage,rank,18.0,10,0.08931363034584054,5,Safe,Safe,False,False,False
11,2,Michael Bolton,False,percentage,rank,12.0,11,0.03033105039408666,11,Eliminated,Eliminated,False,False,False
11,2,Brandy,False,percentage,rank,21.0,7,0.15465709116878912,1,Safe,Safe,False,False,False
11,2,The Situation,False,percentage,rank,18.0,10,0.13883060728584729,2,Safe,Safe,False,False,False
11,2,Audrina Patridge,False,percentage,rank,23.0,2,0.06916311639077706,8,Safe,Safe,False,False,False
11,2,Bristol Palin,True,percentage,rank,22.0,4,0.12006060082067278,4,Safe,Safe,False,False,False
11,3,Florence Henderson,False,percentage,rank,20.0,8,0.13429039974270146,3,Safe,Safe,False,False,False
11,3,Kyle Massey,False,percentage,rank,23.0,6,0.1369421698423445,2,Safe,Safe,False,False,False
11,3,Jennifer Grey,False,percentage,rank,24.0,4,0.09415347053766786,6,Safe,Safe,False,False,False
11,3,Rick Fox,False,percentage,rank,24.0,4,0.16062405240156177,1,Safe,Safe,False,False,False
11,3,Kurt Warner,False,percentage,rank,23.0,6,0.1133047222574546,4,Safe,Safe,False,False,False
11,3,Margaret Cho,False,percentage,rank,18.0,10,0.028886579289740665,10,Eliminated,Eliminated,False,False,False
11,3,Brandy,False,percentage,rank,24.0,4,0.07054148207804678,8,Safe,Safe,False,False,False
11,3,The Situation,False,percentage,rank,20.0,8,0.08273110145108395,7,Safe,Safe,False,False,False
11,3,Audrina Patridge,False,percentage,rank,26.0,1,0.11161660097847717,5,Safe,Safe,False,False,False
11,3,Bristol Palin,True,percentage,rank,19.0,9,0.06690942142092224,9,Safe,Safe,False,False,False
11,4,Florence Henderson,False,percentage,rank,17.5,6,0.0661988784819465,8,Safe,Safe,False,False,False
11,4,Kyle Massey,False,percentage,rank,20.0,4,0.11284559474990502,4,Safe,Safe,False,False,False
11,4,Jennifer Grey,False,percentage,rank,28.0,1,0.1947320803587001,1,Safe,Safe,False,False,False
11,4,Rick Fox,False,percentage,rank,19.5,5,0.09154701408993711,7,Safe,Safe,False,False,False
11,4,Kurt Warner,False,percentage,rank,17.0,7,0.09442762724855584,6,Safe,Safe,False,False,False
11,4,Brandy,False,percentage,rank,24.0,2,0.10674876219753311,5,Safe,Safe,False,False,False
11,4,The Situation,False,percentage,rank,14.0,9,0.028243277003840727,9,Eliminated,Eliminated,False,False,False
11,4,Audrina Patridge,False,percentage,rank,23.0,3,0.1613675034091589,2,Safe,Safe,False,False,False
11,4,Bristol Palin,True,percentage,rank,16.0,8,0.14388926246042297,3,Safe,Safe,False,False,False
11,5,Florence Henderson,False,percentage,rank,21.0,6,0.02528168524527979,8,Eliminated,Eliminated,False,False,False
11,5,Kyle Massey,False,percentage,rank,20.0,7,0.11536858268244954,2,Safe,Safe,False,False,False
11,5,Jennifer Grey,False,percentage,rank,25.0,2,0.1062950948160777,3,Safe,Safe,False,False,False
11,5,Rick Fox,False,percentage,rank,24.0,4,0.09902048906010201,4,Safe,Safe,False,False,False
11,5,Kurt Warner,False,percentage,rank,24.0,4,0.3779919395400962,1,Safe,Safe,False,False,False
11,5,Brandy,False,percentage,rank,27.0,1,0.08859775252930964,7,Safe,Safe,False,False,False
11,5,Audrina Patridge,False,percentage,rank,23.0,5,0.09551818431218419,5,Safe,Safe,False,False,False
11,5,Bristol Palin,True,percentage,rank,18.0,8,0.09192627181450037,6,Safe,Safe,False,False,False
11,6,Kyle Massey,False,percentage,rank,29.9999,4,0.18395710287836053,2,Safe,Safe,True,False,False
11,6,Jennifer Grey,False,percentage,rank,29.0,5,0.15349581143901325,4,Safe,Safe,True,False,False
11,6,Rick Fox,False,percentage,rank,30.0,3,0.11048984381692381,5,Safe,Safe,True,False,False
11,6,Kurt Warner,False,percentage,rank,21.9999,7,0.25229952910676984,1,Safe,Safe,True,False,False
11,6,Brandy,False,percentage,rank,35.9999,1,0.16629226208318015,3,Safe,Safe,True,False,False
11,6,Audrina Patridge,False,percentage,rank,31.9998,2,0.025228463924612112,7,Eliminated,Safe,True,True,False
11,6,Bristol Palin,True,percentage,rank,27.9998,6,0.10823698675114059,6,Safe,Eliminated,True,False,False
11,7,Kyle Massey,False,percentage,rank,33.5,5,0.10833314908005726,4,Safe,Safe,False,False,False
11,7,Jennifer Grey,False,percentage,rank,36.5,2,0.06961360824131994,5,Safe,Safe,False,False,False
11,7,Rick Fox,False,percentage,rank,34.5,4,0.02198739139026026,6,Eliminated,Eliminated,False,False,False
11,7,Kurt Warner,False,percentage,rank,35.0,3,0.12240291955677994,2,Safe,Safe,False,False,False
11,7,Brandy,False,percentage,rank,36.5,2,0.5646490625210862,1,Safe,Safe,False,False,False
11,7,Bristol Palin,True,percentage,rank,32.5,6,0.11301386921049522,3,Safe,Safe,False,False,False
11,8,Kyle Massey,False,percentage,rank,28.0,3,0.2503919344653409,2,Safe,Safe,False,False,False
11,8,Jennifer Grey,False,percentage,rank,28.5,2,0.45157475187331075,1,Safe,Safe,False,False,False
11,8,Kurt Warner,False,percentage,rank,24.0,4,0.05118778911877713,5,Eliminated,Eliminated,False,False,False
11,8,Brandy,False,percentage,rank,28.5,2,0.10715239248132517,4,Safe,Safe,False,False,False
11,8,Bristol Palin,True,percentage,rank,23.5,5,0.13969313206124595,3,Safe,Safe,False,False,False
11,9,Kyle Massey,False,percentage,rank,29.0,2,0.2617628768709765,2,Safe,Safe,False,False,False
11,9,Jennifer Grey,False,percentage,rank,30.0,1,0.26102407840219705,3,Safe,Safe,False,False,False
11,9,Brandy,False,percentage,rank,28.5,3,0.07488692774846412,4,Eliminated,Eliminated,False,False,False
11,9,Bristol Palin,True,percentage,rank,26.5,4,0.40232611697836274,1,Safe,Safe,False,False,False
12,2,Ralph Macchio,False,percentage,rank,21.0,4,0.08568134009612599,6,Safe,Safe,False,False,False
12,2,Chelsea Kane,False,percentage,rank,18.0,8,0.1117521954958485,4,Safe,Safe,False,False,False
12,2,Kirstie Alley,False,percentage,rank,20.0,5,0.07108295689927978,9,Safe,Safe,False,False,False
12,2,Hines Ward,False,percentage,rank,23.0,3,0.06340561248884516,10,Safe,Safe,False,False,False
12,2,Sugar Ray Leonard,False,percentage,rank,17.0,11,0.15404186057396405,1,Safe,Safe,False,False,False
12,2,Chris Jericho,False,percentage,rank,23.0,3,0.0892785372607411,5,Safe,Safe,False,False,False
12,2,Petra Nemcova,False,percentage,rank,18.0,8,0.1261029238546935,2,Safe,Safe,False,False,False
12,2,Mike Catherwood,False,percentage,rank,17.0,11,0.027476415457151723,11,Eliminated,Eliminated,False,False,False
12,2,Romeo,False,percentage,rank,23.0,3,0.07277498591882026,8,Safe,Safe,False,False,False
12,2,Wendy Williams,False,percentage,rank,17.0,11,0.07897031387926887,7,Safe,Safe,False,False,False
12,2,Kendra Wilkinson,False,percentage,rank,19.0,6,0.11943285807526086,3,Safe,Safe,False,False,False
12,3,Ralph Macchio,False,percentage,rank,21.0,7,0.07465011710939896,7,Safe,Safe,False,False,False
12,3,Chelsea Kane,False,percentage,rank,23.0,4,0.06598492355127061,9,Safe,Safe,False,False,False
12,3,Kirstie Alley,False,percentage,rank,21.0,7,0.08497341570436003,6,Safe,Safe,False,False,False
12,3,Hines Ward,False,percentage,rank,25.0,2,0.1711420358927523,1,Safe,Safe,False,False,False
12,3,Sugar Ray Leonard,False,percentage,rank,20.0,9,0.1482170746978784,3,Safe,Safe,False,False,False
12,3,Chris Jericho,False,percentage,rank,21.0,7,0.15653638221148244,2,Safe,Safe,False,False,False
12,3,Petra Nemcova,False,percentage,rank,25.0,2,0.07070484671393168,8,Safe,Safe,False,False,False
12,3,Romeo,False,percentage,rank,20.0,9,0.10187104252089227,4,Safe,Safe,False,False,False
12,3,Wendy Williams,False,percentage,rank,15.0,10,0.025629986643695035,10,Eliminated,Eliminated,False,False,False
12,3,Kendra Wilkinson,False,percentage,rank,23.0,4,0.10029017495433917,5,Safe,Safe,False,False,False
12,4,Ralph Macchio,False,percentage,rank,25.0,3,0.22781173175946207,1,Safe,Safe,False,False,False
12,4,Chelsea Kane,False,percentage,rank,26.0,1,0.07555511573945424,8,Safe,Safe,False,False,False
12,4,Kirstie Alley,False,percentage,rank,22.0,7,0.10724987211207197,4,Safe,Safe,False,False,False
12,4,Hines Ward,False,percentage,rank,25.0,3,0.08672282029287808,6,Safe,Safe,False,False,False
12,4,Sugar Ray Leonard,False,percentage,rank,21.0,8,0.030270474300229503,9,Eliminated,Eliminated,False,False,False
12,4,Chris Jericho,False,percentage,rank,23.0,6,0.13651661142784208,3,Safe,Safe,False,False,False
12,4,Petra Nemcova,False,percentage,rank,23.0,6,0.0854547518431803,7,Safe,Safe,False,False,False
12,4,Romeo,False,percentage,rank,23.0,6,0.10212352608164497,5,Safe,Safe,False,False,False
12,4,Kendra Wilkinson,False,percentage,rank,18.0,9,0.14829509644323707,2,Safe,Safe,False,False,False
12,5,Ralph Macchio,False,percentage,rank,22.0,8,0.11491023267875242,4,Safe,Safe,False,False,False
12,5,Chelsea Kane,False,percentage,rank,26.0,4,0.14422044460499842,3,Safe,Safe,False,False,False
12,5,Kirstie Alley,False,percentage,rank,23.0,5,0.10859272545302334,5,Safe,Safe,False,False,False
12,5,Hines Ward,False,percentage,rank,27.0,1,0.09358057042142497,6,Safe,Safe,False,False,False
12,5,Chris Jericho,False,percentage,rank,26.0,4,0.08385383554256201,7,Safe,Safe,False,False,False
12,5,Petra Nemcova,False,percentage,rank,22.0,8,0.031225391881836848,8,Eliminated,Eliminated,False,False,False
12,5,Romeo,False,percentage,rank,26.0,4,0.205548352237205,2,Safe,Safe,False,False,False
12,5,Kendra Wilkinson,False,percentage,rank,22.0,8,0.21806844718019722,1,Safe,Safe,False,False,False
12,6,Ralph Macchio,False,percentage,rank,24.0,6,0.214993684585373,1,Safe,Safe,False,False,False
12,6,Chelsea Kane,False,percentage,rank,28.0,2,0.09374078021333707,6,Safe,Safe,False,False,False
12,6,Kirstie Alley,False,percentage,rank,26.0,4,0.15177223719081592,4,Safe,Safe,False,False,False
12,6,Hines Ward,False,percentage,rank,27.0,3,0.1825079650345559,3,Safe,Safe,False,False,False
12,6,Chris Jericho,False,percentage,rank,22.0,7,0.042611131673609685,7,Eliminated,Eliminated,False,False,False
12,6,Romeo,False,percentage,rank,28.0,2,0.21494075203919702,2,Safe,Safe,False,False,False
12,6,Kendra Wilkinson,False,percentage,rank,25.0,5,0.09943344926311216,5,Safe,Safe,False,False,False
12,7,Ralph Macchio,False,percentage,rank,33.0,2,0.15354293851276907,5,Safe,Safe,False,False,False
12,7,Chelsea Kane,False,percentage,rank,32.0,3,0.20501564312568418,2,Safe,Safe,False,False,False
12,7,Kirstie Alley,False,percentage,rank,30.0,6,0.16620395833151788,4,Safe,Safe,False,False,False
12,7,Hines Ward,False,percentage,rank,33.0,2,0.17366952945083564,3,Safe,Safe,False,False,False
12,7,Romeo,False,percentage,rank,30.0,6,0.25516232490930435,1,Safe,Safe,False,False,False
12,7,Kendra Wilkinson,False,percentage,rank,30.5,4,0.04640560566988834,6,Eliminated,Eliminated,False,False,False
12,8,Ralph Macchio,False,percentage,rank,23.0,5,0.23495222800995866,3,Safe,Safe,False,False,False
12,8,Chelsea Kane,False,percentage,rank,27.5,1,0.273152074937485,2,Safe,Safe,False,False,False
12,8,Kirstie Alley,False,percentage,rank,26.5,3,0.16092190585391208,4,Safe,Safe,False,False,False
12,8,Hines Ward,False,percentage,rank,27.0,2,0.27706934394872357,1,Safe,Safe,False,False,False
12,8,Romeo,False,percentage,rank,26.0,4,0.05390444724992024,5,Eliminated,Eliminated,False,False,False
12,9,Ralph Macchio,False,percentage,rank,24.0,4,0.09378157514962032,4,Eliminated,Eliminated,False,False,False
12,9,Chelsea Kane,False,percentage,rank,36.5,1,0.3832498921384518,1,Safe,Safe,False,False,False
12,9,Kirstie Alley,False,percentage,rank,27.0,3,0.2588230522207256,3,Safe,Safe,False,False,False
12,9,Hines Ward,False,percentage,rank,30.0,2,0.2641454804912023,2,Safe,Safe,False,False,False
13,1,Elisabetta Canalis,False,percentage,rank,15.0,11,0.09058750018430525,5,Safe,Safe,False,False,False
13,1,David Arquette,False,percentage,rank,18.0,6,0.08338970050809787,6,Safe,Safe,False,False,False
13,1,Ricki Lake,False,percentage,rank,20.0,4,0.06594436290101975,9,Safe,Safe,False,False,False
13,1,J.R. Martinez,False,percentage,rank,22.0,2,0.062090427351292894,10,Safe,Safe,False,False,False
13,1,Metta World Peace (Ron),False,percentage,rank,14.0,12,0.016231390533907875,12,Eliminated,Eliminated,False,False,False
13,1,Hope Solo,False,percentage,rank,21.0,3,0.07429543853964762,7,Safe,Safe,False,False,False
13,1,Chynna Phillips,False,percentage,rank,22.0,2,0.1048425470217876,4,Safe,Safe,False,False,False
13,1,Kristin Cavallari,False,percentage,rank,19.0,5,0.06991590769121152,8,Safe,Safe,False,False,False
13,1,Carson Kressley,False,percentage,rank,17.0,8,0.041734229115792804,11,Safe,Safe,False,False,False
13,1,Chaz Bono,False,percentage,rank,17.0,8,0.15237194873587365,1,Safe,Safe,False,False,False
13,1,Nancy Grace,False,percentage,rank,16.0,10,0.10875373759990675,3,Safe,Safe,False,False,False
13,1,Rob Kardashian,False,percentage,rank,16.0,10,0.12984280981715626,2,Safe,Safe,False,False,False
13,2,Elisabetta Canalis,False,percentage,rank,21.0,7,0.011159675377400173,11,Eliminated,Eliminated,False,False,False
13,2,David Arquette,False,percentage,rank,18.0,10,0.10431563411495844,5,Safe,Safe,False,False,False
13,2,Ricki Lake,False,percentage,rank,23.0,1,0.09645217289076603,6,Safe,Safe,False,False,False
13,2,J.R. Martinez,False,percentage,rank,22.0,3,0.05287527729019773,9,Safe,Safe,False,False,False
13,2,Hope Solo,False,percentage,rank,19.0,8,0.12101485878647514,3,Safe,Safe,False,False,False
13,2,Chynna Phillips,False,percentage,rank,21.0,7,0.07657466247992142,7,Safe,Safe,False,False,False
13,2,Kristin Cavallari,False,percentage,rank,22.0,3,0.07023979879413829,8,Safe,Safe,False,False,False
13,2,Carson Kressley,False,percentage,rank,18.0,10,0.12624149462919107,2,Safe,Safe,False,False,False
13,2,Chaz Bono,False,percentage,rank,17.0,11,0.11632935796614426,4,Safe,Safe,False,False,False
13,2,Nancy Grace,False,percentage,rank,21.0,7,0.17732839914294035,1,Safe,Safe,False,False,False
13,2,Rob Kardashian,False,percentage,rank,21.0,7,0.047468668527867526,10,Safe,Safe,False,False,False
13,3,David Arquette,False,percentage,rank,24.0,7,0.12408251266350545,3,Safe,Safe,True,False,False
13,3,Ricki Lake,False,percentage,rank,27.0,1,0.08217296094484813,9,Safe,Safe,True,False,False
13,3,J.R. Martinez,False,percentage,rank,26.0,3,0.10345347684756136,5,Safe,Safe,True,False,False
13,3,Hope Solo,False,percentage,rank,24.0,7,0.0977291679715323,7,Safe,Safe,True,False,False
13,3,Chynna Phillips,False,percentage,rank,26.0,3,0.12041513327037938,4,Safe,Safe,True,False,False
13,3,Kristin Cavallari,False,percentage,rank,24.0,7,0.018802460405790807,10,Eliminated,Safe,True,True,False
13,3,Carson Kressley,False,percentage,rank,23.0,8,0.1289968409905908,2,Safe,Safe,True,False,False
13,3,Chaz Bono,False,percentage,rank,18.0,10,0.09265288241559821,8,Safe,Eliminated,True,False,False
13,3,Nancy Grace,False,percentage,rank,21.0,9,0.10072560514166654,6,Safe,Safe,True,False,False
13,3,Rob Kardashian,False,percentage,rank,24.0,7,0.13096895934852584,1,Safe,Safe,True,False,False
13,4,David Arquette,False,percentage,rank,23.0,5,0.07058553279845053,8,Safe,Safe,False,False,False
13,4,Ricki Lake,False,percentage,rank,29.0,1,0.07901247905427206,7,Safe,Safe,False,False,False
13,4,J.R. Martinez,False,percentage,rank,26.0,2,0.0946875489788819,6,Safe,Safe,False,False,False
13,4,Hope Solo,False,percentage,rank,24.0,4,0.14094389719271333,3,Safe,Safe,False,False,False
13,4,Chynna Phillips,False,percentage,rank,21.0,8,0.024161565280573047,9,Eliminated,Eliminated,False,False,False
13,4,Carson Kressley,False,percentage,rank,20.0,9,0.17537245045902805,1,Safe,Safe,False,False,False
13,4,Chaz Bono,False,percentage,rank,21.0,8,0.1597968677268009,2,Safe,Safe,False,False,False
13,4,Nancy Grace,False,percentage,rank,21.0,8,0.11819997437827344,5,Safe,Safe,False,False,False
13,4,Rob Kardashian,False,percentage,rank,24.0,4,0.1372396841310078,4,Safe,Safe,False,False,False
13,5,David Arquette,False,percentage,rank,25.0,3,0.07530970525171651,7,Safe,Safe,False,False,False
13,5,Ricki Lake,False,percentage,rank,24.0,5,0.18190463496831724,2,Safe,Safe,False,False,False
13,5,J.R. Martinez,False,percentage,rank,28.0,1,0.15694709330222037,3,Safe,Safe,False,False,False
13,5,Hope Solo,False,percentage,rank,24.0,5,0.2160670569391894,1,Safe,Safe,False,False,False
13,5,Carson Kressley,False,percentage,rank,19.0,8,0.029799253164185857,8,Eliminated,Eliminated,False,False,False
13,5,Chaz Bono,False,percentage,rank,21.0,7,0.08276734168448935,6,Safe,Safe,False,False,False
13,5,Nancy Grace,False,percentage,rank,22.0,6,0.12039091496806419,5,Safe,Safe,False,False,False
13,5,Rob Kardashian,False,percentage,rank,25.0,3,0.1368139997218174,4,Safe,Safe,False,False,False
13,6,David Arquette,False,percentage,rank,23.0,4,0.19400480040877935,1,Safe,Safe,False,False,False
13,6,Ricki Lake,False,percentage,rank,29.0,2,0.1795135128926573,3,Safe,Safe,False,False,False
13,6,J.R. Martinez,False,percentage,rank,29.0,2,0.15581332770804687,4,Safe,Safe,False,False,False
13,6,Hope Solo,False,percentage,rank,20.0,6,0.1885408304285841,2,Safe,Safe,False,False,False
13,6,Chaz Bono,False,percentage,rank,19.0,7,0.04964558637485103,7,Eliminated,Eliminated,False,False,False
